,Unnamed: 0,Unnamed: 1,z,y,x,z_corr,y_corr,x_corr,r,theta,phi,phi_bin,theta_bin,d_i,d_o
32,6,1434782,210,468,75,-302.4970383407348,-43.8348223392565,-287.0512918930616,419.3141948848212,2.376631140208673,-2.990056055557332,1,12,83.15046602394962,7.211102550927978
33,6,1428773,209,518,68,-303.4970383407348,-11.3348223392565,-291.6012918930616,421.0347300553275,2.3758042190869246,-3.1027412526021383,1,12,86.76404785393545,9.643650760992957
34,6,1453575,213,519,62,-299.4970383407348,-10.6848223392565,-295.5012918930616,420.8724924650712,2.362583334328384,-3.1054501061385102,1,12,90.33825324855468,12.206555615733702
35,7,1390804,203,507,76,-309.4970383407348,-18.4848223392565,-286.4012918930616,422.0850689098287,2.393896755377578,-3.077140362868273,1,13,82.73451516749222,7.071067811865476
36,7,1384349,202,482,79,-310.4970383407348,-34.7348223392565,-284.4512918930616,422.52509530315376,2.3962574228980245,-3.0200825566661216,1,13,81.98780397107853,7.0
37,7,1318141,192,466,88,-320.4970383407348,-45.1348223392565,-278.6012918930616,427.0529049394953,2.419592808731477,-2.980982981884368,1,13,80.75270893288967,7.280109889280518
38,7,1324831,193,470,87,-319.4970383407348,-42.5348223392565,-279.2512918930616,426.4608453819377,2.4176234540747408,-2.9904371035746338,1,13,80.63498000247783,7.071067811865476
39,7,1324795,193,461,86,-319.4970383407348,-48.3848223392565,-279.9012918930616,427.5092767937408,2.414853920717517,-2.9704203849033592,1,13,82.59539938761722,9.1104335791443
40,8,1257964,183,491,92,-329.4970383407348,-28.8848223392565,-276.0012918930616,430.7892110574789,2.4416332852073497,-3.0373175788399784,1,14,79.50471684120383,7.071067811865476
41,8,1224449,178,475,97,-334.4970383407348,-39.2848223392565,-272.7512918930616,433.3876245975236,2.4524941585690536,-2.9985447583341385,1,14,79.28429857165919,7.810249675906654
42,8,1264616,184,521,91,-328.4970383407348,-9.3848223392565,-276.6512918930616,429.5745760576079,2.441376882597571,-3.1076827273077106,1,14,78.77182237323191,5.656854249492381
43,8,1231199,179,472,97,-333.4970383407348,-41.2348223392565,-272.7512918930616,432.79770376554177,2.450517220539401,-2.9915478610801527,1,14,79.06326580656784,7.483314773547883
44,8,1231177,179,467,96,-333.4970383407348,-44.4848223392565,-273.4012918930616,433.529053708505,2.4484802212982566,-2.980297234137644,1,14,80.43009387039157,8.831760866327848
45,9,1117920,163,469,109,-349.4970383407348,-43.1848223392565,-264.9512918930616,440.6952413689312,2.4866097526351445,-2.980021880209696,1,15,78.16648898345122,8.660254037844387
46,9,1125520,164,485,109,-348.4970383407348,-32.7848223392565,-264.9512918930616,439.0036644310415,2.487887919138152,-3.0184793974831217,1,15,76.03946343840151,6.4031242374328485
47,9,1117968,163,481,110,-349.4970383407348,-35.3848223392565,-264.3012918930616,439.6082783083903,2.4898356205675385,-3.0085034271945763,1,15,76.12489737267302,6.708203932499369
