,Unnamed: 0,Unnamed: 1,z,y,x,z_corr,y_corr,x_corr,r,theta,phi,phi_bin,theta_bin,d_i,d_o
269,53,13514,8,500,420,-504.4970383407348,-23.0348223392565,-62.8012918930616,508.9124354918157,3.0097691489521554,-2.790040038400525,2,32,29.42787793912432,8.0
270,54,1956861,292,319,85,-220.4970383407348,-140.6848223392565,-280.5512918930616,383.5624988662597,2.183236697194768,-2.6767789472675174,3,6,84.35638683585256,1.0
271,54,1900754,287,362,70,-225.4970383407348,-112.7348223392565,-290.3012918930616,384.4904349175504,2.197505914607888,-2.771180574821541,3,6,82.23138087129512,1.7320508075688772
272,54,1900166,287,306,90,-225.4970383407348,-149.13482233925652,-277.3012918930616,387.2804100650656,2.192299368330206,-2.648158151377325,3,6,86.6371744691619,2.23606797749979
273,54,1933223,290,298,103,-222.4970383407348,-154.3348223392565,-268.8512918930616,381.58247681131337,2.1933237198318016,-2.620470551798888,3,6,78.56844150166147,4.69041575982343
274,54,1861030,283,334,75,-229.4970383407348,-130.9348223392565,-287.0512918930616,390.1426181355441,2.1996756281917933,-2.713646621870028,3,6,88.89319434017432,4.58257569495584
275,55,1842463,281,298,95,-231.4970383407348,-154.3348223392565,-274.0512918930616,390.5306988384877,2.205297092023521,-2.628701701529893,3,7,87.47571091451616,4.123105625617661
276,55,1911451,288,355,111,-224.4970383407348,-117.28482233925652,-263.6512918930616,365.6045042006357,2.231969737640349,-2.723031155419512,3,7,47.89572005931219,18.0
277,55,1813694,277,293,102,-235.4970383407348,-157.5848223392565,-269.5012918930616,391.0534204312522,2.2170652349032243,-2.612478613369454,3,7,85.17041739947034,3.0
278,55,1834994,280,301,113,-232.4970383407348,-152.38482233925652,-262.3512918930616,382.23580061859496,2.224657276647029,-2.6153785456008185,3,7,71.386273190299,9.433981132056603
279,55,1842837,281,336,95,-231.4970383407348,-129.63482233925652,-274.0512918930616,381.44485382780863,2.222944541839183,-2.699751874091524,3,7,71.19691004531025,10.246950765959598
280,56,1900766,287,362,108,-225.4970383407348,-112.7348223392565,-265.6012918930616,366.19953676045225,2.2341673128602846,-2.7401868239716034,3,8,48.25971404805462,19.0
281,56,1890120,286,353,110,-226.4970383407348,-118.5848223392565,-264.3012918930616,367.7206023092786,2.234386027119851,-2.719842907848712,3,8,50.1398045468867,20.0
282,56,1851987,282,353,102,-230.4970383407348,-118.5848223392565,-269.5012918930616,373.92805605505504,2.2349854259205832,-2.727072554916965,3,8,58.33523806414096,22.737634001804143
283,56,1701422,256,352,76,-256.4970383407348,-119.2348223392565,-286.4012918930616,402.5336924207179,2.2616643261513354,-2.7470962510783843,3,8,90.34932207825358,9.433981132056603
284,56,1738018,263,346,74,-249.4970383407348,-123.1348223392565,-287.7012918930616,400.2286720991576,2.243862271171692,-2.737187634659388,3,8,91.67333309092672,9.899494936611664
285,57,1635970,244,360,84,-268.4970383407348,-114.03482233925652,-281.2012918930616,405.1774510828788,2.295168391668245,-2.756330396811108,3,9,85.14693182963201,6.164414002968976
286,57,1652155,247,307,108,-265.4970383407348,-148.4848223392565,-265.6012918930616,403.8322251728872,2.288217776407693,-2.631826622884842,3,9,84.5103543951864,5.830951894845301
287,57,1690658,254,343,87,-258.4970383407348,-125.0848223392565,-279.2512918930616,400.5598777143294,2.2722637207995784,-2.720462096853677,3,9,84.7938677028003,4.898979485566356
288,57,1695964,255,323,92,-257.4970383407348,-138.0848223392565,-276.0012918930616,401.9314071347907,2.2661398027313724,-2.677701085953288,3,9,87.87491109526086,7.810249675906654
289,57,1685274,253,351,82,-259.4970383407348,-119.8848223392565,-282.5012918930616,401.89309953789535,2.2727185882408736,-2.740256495418722,3,9,86.52167358529307,6.48074069840786
290,58,1613423,240,366,82,-272.4970383407348,-110.1348223392565,-282.5012918930616,407.6656656102157,2.302895806997708,-2.769861579018375,3,10,86.44651525654461,7.810249675906654
291,58,1573082,233,332,107,-279.4970383407348,-132.2348223392565,-266.2512918930616,408.03724476456944,2.3253715191264543,-2.680625265277526,3,10,80.43009387039157,3.741657386773941
292,58,1578874,234,302,111,-278.4970383407348,-151.7348223392565,-263.6512918930616,412.4270364461656,2.312118597109345,-2.619372708482847,3,10,89.42594701763018,12.24744871391589
293,58,1567283,232,358,86,-280.4970383407348,-115.3348223392565,-279.9012918930616,412.70503142723663,2.3180885324139,-2.7507371335089745,3,10,88.88756943465155,11.357816691600547
294,58,1590556,236,351,94,-276.4970383407348,-119.8848223392565,-274.7012918930616,407.779085542932,2.315910805071167,-2.7300900278683766,3,10,82.93370846646133,5.385164807134504
295,59,1490255,219,352,101,-293.4970383407348,-119.2348223392565,-270.1512918930616,416.340215310204,2.353142212979699,-2.7259443125905687,3,11,83.93449827097318,8.602325267042627
296,59,1537962,227,300,121,-285.4970383407348,-153.0348223392565,-257.1512918930616,413.587962436057,2.332690805072006,-2.6047721432296416,3,11,85.3580693314932,9.38083151964686
297,59,1538288,227,372,89,-285.4970383407348,-106.2348223392565,-277.9512918930616,412.3727889226037,2.3355060094501,-2.7765188729394743,3,11,83.96427811873333,7.280109889280518
298,59,1502301,221,315,118,-291.4970383407348,-143.2848223392565,-259.1012918930616,415.4931324761766,2.348393022260274,-2.636443754290722,3,11,83.69587803470371,8.366600265340756
299,59,1471702,216,314,122,-296.4970383407348,-143.9348223392565,-256.5012918930616,417.636971028033,2.3602088171894007,-2.63023190621021,3,11,83.12039460926542,8.774964387392123
300,60,1452864,213,342,108,-299.4970383407348,-125.73482233925652,-265.6012918930616,419.58523303235927,2.3656956316422786,-2.6994531333742637,3,12,84.53401682163222,9.899494936611664
301,60,1440625,211,350,109,-301.4970383407348,-120.53482233925652,-264.9512918930616,419.0802961252091,2.3737711146186764,-2.714644847150026,3,12,81.70067319184096,7.483314773547883
302,60,1396574,204,356,109,-308.4970383407348,-116.6348223392565,-264.9512918930616,423.0523508065131,2.387973564003152,-2.726907912635906,3,12,82.90355842785037,9.433981132056603
303,60,1452925,213,356,107,-299.4970383407348,-116.6348223392565,-266.2512918930616,417.36304123832736,2.371137258495655,-2.728709813528292,3,12,80.3305670339753,5.916079783099616
304,60,1465380,215,307,126,-297.4970383407348,-148.4848223392565,-253.9012918930616,418.35164193725217,2.361882251376736,-2.61241478076594,3,12,83.57032966310472,9.273618495495704
305,61,1351363,197,325,128,-315.4970383407348,-136.7848223392565,-252.6012918930616,426.68006924415954,2.4030091688342865,-2.6452950250792227,3,13,82.75868534480233,10.677078252031311
306,61,1377549,201,377,106,-311.4970383407348,-102.9848223392565,-266.9012918930616,422.93330223746,2.3987011228900643,-2.773340622417974,3,13,79.98749902328488,7.0
307,61,1371102,200,347,116,-312.4970383407348,-122.4848223392565,-260.4012918930616,424.8126216283897,2.397365237396758,-2.701929173603861,3,13,82.28000972289685,9.486832980505138
308,61,1377515,201,368,108,-311.4970383407348,-108.8348223392565,-265.6012918930616,423.5793546715067,2.397041893632246,-2.7526943350035884,3,13,81.12336284942828,8.06225774829855
309,61,1290525,188,327,133,-324.4970383407348,-135.4848223392565,-249.3512918930616,431.0806557303946,2.4230296608329662,-2.643869967053184,3,13,82.58934555982388,11.6619037896906
310,62,1250676,182,321,143,-330.4970383407348,-139.38482233925652,-242.8512918930616,433.1664472517143,2.4387059119172374,-2.6205468331146564,3,14,80.53570636680354,10.677078252031311
311,62,1217040,177,370,125,-335.4970383407348,-107.53482233925652,-254.5512918930616,434.647398422407,2.4525943283933334,-2.741885096686689,3,14,78.94935085230277,9.38083151964686
312,62,1209907,176,321,152,-336.4970383407348,-139.38482233925652,-237.0012918930616,434.5434361138276,2.456513816033369,-2.609955429487094,3,14,77.05841939723393,8.12403840463596
313,62,1230561,179,329,135,-333.4970383407348,-134.1848223392565,-248.0512918930616,436.7554058487155,2.439633349298848,-2.6457195571585643,3,14,84.90583018850944,14.866068747318506
314,62,1244065,181,328,138,-331.4970383407348,-134.8348223392565,-246.1012918930616,434.3231073928388,2.4391244999659927,-2.640375893109013,3,14,81.95730595865142,12.0
315,63,1132512,165,349,141,-347.4970383407348,-121.1848223392565,-244.1512918930616,441.6444340802114,2.4764444957556817,-2.680868225809668,3,15,80.34923770640266,12.36931687685298
316,63,1140344,166,388,128,-346.4970383407348,-95.8348223392565,-252.6012918930616,439.3767442841521,2.4793420156409294,-2.778977334703749,3,15,77.23988606931007,8.717797887081348
317,63,1102330,161,355,145,-351.4970383407348,-117.28482233925652,-241.5512918930616,442.3267164988636,2.489235016043453,-2.68957309087085,3,15,77.44029958619737,10.04987562112089
318,63,1132400,165,330,157,-347.4970383407348,-133.5348223392565,-233.7512918930616,439.5741199097533,2.4824721479148515,-2.622566983223207,3,15,75.76938695805846,8.366600265340756
319,63,1125092,164,388,129,-348.4970383407348,-95.8348223392565,-251.9512918930616,440.5836497098401,2.4832209086209134,-2.778121990371006,3,15,77.5306391048081,9.38083151964686
320,64,1051257,154,375,140,-358.4970383407348,-104.28482233925652,-244.8012918930616,446.4561828241608,2.503080998096338,-2.738877127730703,3,16,78.62569554541314,11.789826122551595
321,64,1087231,159,386,135,-353.4970383407348,-97.1348223392565,-248.0512918930616,442.6339043005706,2.495797872901212,-2.768355777087639,3,16,76.34788798650555,9.0
322,64,1015375,149,388,138,-363.4970383407348,-95.8348223392565,-246.1012918930616,449.3108678039253,2.5132624247840254,-2.770246961717509,3,16,79.23383115816122,12.884098726725126
323,64,1102231,161,335,159,-351.4970383407348,-130.2848223392565,-232.4512918930616,441.0871863895311,2.4929224885531287,-2.6307372887364338,3,16,74.55199527846321,7.681145747868608
324,64,1037204,152,376,144,-360.4970383407348,-103.6348223392565,-242.2012918930616,446.497208108179,2.5105100638922857,-2.737279101548338,3,16,76.47875521999558,10.04987562112089
325,65,933701,138,376,163,-374.4970383407348,-103.6348223392565,-229.8512918930616,451.4640899475621,2.549038216409093,-2.718009069355954,3,17,70.97182539571601,7.0
326,65,920198,136,373,167,-376.4970383407348,-105.5848223392565,-227.2512918930616,452.2624506354939,2.554355559648496,-2.7066499036345157,3,17,70.34912934784623,6.708203932499369
327,65,962259,142,385,154,-370.4970383407348,-97.78482233925652,-235.7012918930616,449.8722328608803,2.538456199266645,-2.74833547011442,3,17,72.34638899074369,7.3484692283495345
328,65,954945,141,386,155,-371.4970383407348,-97.1348223392565,-235.0512918930616,450.2158738065702,2.541269546747837,-2.7497167546400942,3,17,71.97916365171243,7.280109889280518
329,65,913638,135,388,158,-377.4970383407348,-95.8348223392565,-233.1012918930616,453.8992613025905,2.552915290307856,-2.751528833704904,3,17,72.89032857656768,8.717797887081348
330,66,893693,132,351,180,-380.4970383407348,-119.8848223392565,-218.8012918930616,454.999310051629,2.5612202306021103,-2.6403505212034366,3,18,71.26008700527947,8.06225774829855
331,66,828345,123,360,188,-389.4970383407348,-114.03482233925652,-213.6012918930616,458.6255504009066,2.5853978791842085,-2.651219419677416,3,18,68.5054742338158,6.708203932499369
332,66,913578,135,376,167,-377.4970383407348,-103.6348223392565,-227.2512918930616,452.64482767881145,2.557079228799942,-2.7137303491532703,3,18,70.02856560004639,6.4031242374328485
333,66,873256,129,390,164,-383.4970383407348,-94.53482233925652,-229.2012918930616,456.6618478220818,2.5676804698159623,-2.750397009921909,3,18,71.8192174839019,8.54400374531753
334,66,851371,126,387,170,-386.4970383407348,-96.4848223392565,-225.3012918930616,457.657026294451,2.5764503686056397,-2.7369741605995173,3,18,70.35623639735144,7.681145747868608
335,67,742584,111,355,207,-401.4970383407348,-117.28482233925652,-201.2512918930616,464.1741955733416,2.615888134340354,-2.613932658583118,3,19,65.86349520030045,5.830951894845301
336,67,770048,115,346,198,-397.4970383407348,-123.1348223392565,-207.1012918930616,464.81934669928586,2.596664574031669,-2.6051803353714096,3,19,72.13875518748573,11.180339887498947
337,67,790381,118,353,196,-394.4970383407348,-118.5848223392565,-208.4012918930616,461.6507032503485,2.595452710528066,-2.6242629583300574,3,19,69.0,7.810249675906654
338,67,812804,121,353,191,-391.4970383407348,-118.5848223392565,-211.6512918930616,460.5741639288962,2.5868187122670445,-2.630888194367353,3,19,70.33491309442275,8.602325267042627
339,67,756458,113,369,199,-399.4970383407348,-108.1848223392565,-206.4512918930616,462.5191621456447,2.6134441691769985,-2.658913390491399,3,19,65.0,4.58257569495584
340,68,693026,104,365,210,-408.4970383407348,-110.78482233925652,-199.3012918930616,467.8291484550056,2.6324765966407524,-2.6342569141066954,3,20,65.36818798161687,6.164414002968976
341,68,728704,109,366,202,-403.4970383407348,-110.1348223392565,-204.5012918930616,465.5752543116689,2.619271307526977,-2.6475802393396504,3,20,66.67083320313314,6.708203932499369
342,68,707420,106,398,192,-406.4970383407348,-89.3348223392565,-211.0012918930616,466.6284365988814,2.6283082802996613,-2.7410905583055607,3,20,65.62011886609167,5.744562646538029
343,68,651451,98,380,209,-414.4970383407348,-101.03482233925652,-199.9512918930616,471.1648854149362,2.6460865960119757,-2.673716292388622,3,20,65.4217089351845,6.708203932499369
344,68,672427,101,375,209,-411.4970383407348,-104.28482233925652,-199.9512918930616,469.2394440615908,2.6402637752676723,-2.660853158852459,3,20,64.78425734698207,5.916079783099616
345,69,630453,95,414,196,-417.4970383407348,-78.9348223392565,-208.4012918930616,473.2500202469219,2.6512918954162275,-2.7795264835612183,3,21,66.7757440991862,7.874007874011811
346,69,595888,90,364,229,-422.4970383407348,-111.4348223392565,-186.9512918930616,475.260194606027,2.66591038078559,-2.604072741190393,3,21,64.1404708432983,6.708203932499369
347,69,567814,86,402,219,-426.4970383407348,-86.7348223392565,-193.4512918930616,476.283587219563,2.6802793508592884,-2.720107688778178,3,21,61.66036003787198,4.58257569495584
348,69,567820,86,403,215,-426.4970383407348,-86.0848223392565,-196.0512918930616,477.2278589977098,2.6763146288453203,-2.727845609350921,3,21,63.88270501473775,6.48074069840786
349,69,581728,88,383,221,-424.4970383407348,-99.0848223392565,-192.1512918930616,476.3797398654039,2.670536808668907,-2.66549531634553,3,21,64.26507605223851,7.0
350,70,532608,81,375,237,-431.4970383407348,-104.28482233925652,-181.7512918930616,479.6858871928095,2.689513563288898,-2.620677515645708,3,22,62.5939294181153,6.4031242374328485
351,70,497502,76,380,247,-436.4970383407348,-101.03482233925652,-175.2512918930616,481.0932499168379,2.707619658242716,-2.6186213110937,3,22,59.1100668245266,3.741657386773941
352,70,511797,78,412,224,-434.4970383407348,-80.2348223392565,-190.2012918930616,481.0424456121015,2.6980581724102497,-2.7424002154941065,3,22,62.185207244167,5.916079783099616
353,70,476548,73,398,240,-439.4970383407348,-89.3348223392565,-179.8012918930616,483.1840868231049,2.713080743551462,-2.680465763072834,3,22,60.174745533321534,4.898979485566356
354,70,476454,73,386,245,-439.4970383407348,-97.1348223392565,-176.5512918930616,483.4906194439198,2.71169499523747,-2.638611985386934,3,22,60.73713855624086,5.744562646538029
355,71,404131,62,422,248,-450.4970383407348,-73.7348223392565,-174.6012918930616,488.7433034936656,2.743354604327936,-2.742007764696692,3,23,58.47221562417487,4.358898943540674
356,71,417558,64,425,241,-448.4970383407348,-71.78482233925651,-179.1512918930616,488.260012191908,2.7352230540633835,-2.760488266061264,3,23,60.21627686929839,5.744562646538029
357,71,417455,64,414,254,-448.4970383407348,-78.9348223392565,-170.7012918930616,486.33242811075297,2.7445345056115493,-2.708462584362295,3,23,55.37147279962851,1.4142135623730951
358,71,410739,63,403,261,-449.4970383407348,-86.0848223392565,-166.1512918930616,486.8926328380896,2.747109684696472,-2.663561395255332,3,23,55.326304774492215,1.7320508075688772
359,71,436552,67,399,250,-445.4970383407348,-88.6848223392565,-173.3012918930616,486.1748107990744,2.729615639818657,-2.6685989567594004,3,23,59.06775770248944,4.58257569495584
360,72,410690,63,395,266,-449.4970383407348,-91.28482233925652,-162.9012918930616,486.74155068889496,2.747855948727891,-2.6308235230801347,3,24,54.7905101272109,1.4142135623730951
361,72,383642,59,409,268,-453.4970383407348,-82.1848223392565,-161.6012918930616,488.39419155868296,2.7612760588292704,-2.671116244010243,3,24,53.1883445878888,0.0
362,72,390457,60,429,252,-452.4970383407348,-69.1848223392565,-172.0012918930616,489.0036336901118,2.7527407431336304,-2.759161625507161,3,24,56.36488268416781,2.8284271247461903
363,72,357819,55,395,279,-457.4970383407348,-91.28482233925652,-154.4512918930616,491.4180098932976,2.7678660670343045,-2.607797367298187,3,24,54.58021619598075,2.23606797749979
364,72,397042,61,402,268,-451.4970383407348,-86.7348223392565,-161.6012918930616,487.32687446741926,2.7557371198151737,-2.649001507670248,3,24,53.46026561849464,0.0
365,73,322892,50,429,279,-462.4970383407348,-69.1848223392565,-154.4512918930616,492.48883406987136,2.790802774857347,-2.7204536269548885,3,25,50.457903246171455,1.0
366,73,336865,52,424,275,-460.4970383407348,-72.4348223392565,-157.0512918930616,491.9038870482601,2.7823190541482994,-2.70944941274985,3,25,51.884487084291386,0.0
367,73,309142,48,442,278,-464.4970383407348,-60.7348223392565,-155.1012918930616,493.4598545158378,2.7972768979075022,-2.768364460125755,3,25,50.20956084253277,1.0
368,73,308837,48,411,293,-464.4970383407348,-80.8848223392565,-145.3512918930616,493.3830673697154,2.797711164997189,-2.633789401189292,3,25,49.49747468305833,1.0
369,73,322866,50,426,285,-462.4970383407348,-71.1348223392565,-150.5512918930616,491.5580992251664,2.7960143144748386,-2.700189668716546,3,25,48.16637831516918,2.449489742783178
370,74,254529,40,429,313,-472.4970383407348,-69.1848223392565,-132.3512918930616,495.53693641205257,2.8354565908821945,-2.659921899641824,3,26,43.22036556994862,5.744562646538029
371,74,234170,37,422,314,-475.4970383407348,-73.7348223392565,-131.7012918930616,498.8782294132641,2.834222286844525,-2.6312078106708734,3,26,47.0,2.0
372,74,268595,42,451,294,-470.4970383407348,-54.8848223392565,-144.7012918930616,495.2961444289018,2.8238105241027567,-2.7790597417808423,3,26,45.9782557302906,3.741657386773941
373,74,247747,39,424,308,-473.4970383407348,-72.4348223392565,-135.6012918930616,497.8292469992439,2.827649850599064,-2.650980266674999,3,26,47.36032094485847,2.0
374,74,261488,41,427,304,-471.4970383407348,-70.4848223392565,-138.2012918930616,496.3639435184551,2.8237181081140816,-2.669964662576202,3,26,46.73328578219169,2.8284271247461903
375,75,214319,34,434,322,-478.4970383407348,-65.9348223392565,-126.5012918930616,499.3089157509382,2.851854206981089,-2.6611146390349463,3,27,43.81780460041329,4.58257569495584
376,75,201308,32,439,328,-480.4970383407348,-62.6848223392565,-122.6012918930616,499.8378412843204,2.862500188575594,-2.6689538415371685,3,27,42.118879377305376,6.164414002968976
377,75,175259,28,434,341,-484.4970383407348,-65.9348223392565,-114.1512918930616,502.11084274162783,2.8759366730800964,-2.617799793948678,3,27,41.78516483155236,5.916079783099616
378,75,194846,31,426,329,-481.4970383407348,-71.1348223392565,-121.9512918930616,501.7685507029345,2.8563730083598773,-2.613539198349744,3,27,45.28796749689701,3.1622776601683795
379,75,207705,33,422,325,-479.4970383407348,-73.7348223392565,-124.5512918930616,500.8665072803016,2.8484309839769217,-2.6070735523031323,3,27,45.9782557302906,2.449489742783178
380,76,175529,28,448,345,-484.4970383407348,-56.8348223392565,-111.5512918930616,500.4110989119739,2.8887212284942096,-2.670377951710292,3,28,37.62977544445356,9.69535971483266
381,76,148573,24,460,352,-488.4970383407348,-49.0348223392565,-107.0012918930616,502.4769116449988,2.905152820205584,-2.7118878096074432,3,28,36.89173349139343,10.246950765959598
382,76,135146,22,461,352,-490.4970383407348,-48.3848223392565,-107.0012918930616,504.35871373519245,2.906600794792368,-2.716919727590805,3,28,38.60051813123757,8.48528137423857
383,76,168566,27,443,355,-485.4970383407348,-60.0848223392565,-105.0512918930616,500.3532092847673,2.89729991334183,-2.6220482720007765,3,28,35.9722114972099,11.180339887498947
384,76,175683,28,459,344,-484.4970383407348,-49.6848223392565,-112.2012918930616,499.7950496296446,2.893536193618909,-2.7247267818849963,3,28,36.27671429443411,11.180339887498947
385,77,110727,18,458,360,-494.4970383407348,-50.3348223392565,-101.8012918930616,507.3700999258618,2.915848747319928,-2.6824014172856327,3,29,40.12480529547776,6.782329983125268
386,77,84982,14,464,374,-498.4970383407348,-46.4348223392565,-92.7012918930616,509.1650218532346,2.9365292837619754,-2.6772188772345764,3,29,38.58756276314948,7.874007874011811
387,77,54632,12,471,372,-500.4970383407348,-41.8848223392565,-94.0012918930616,510.9675788225732,2.938802299735379,-2.7224229021476214,3,29,40.162171256046406,6.324555320336759
388,77,39976,11,473,356,-501.4970383407348,-40.5848223392565,-104.4012918930616,513.8541009058678,2.921843662968825,-2.770831831621264,3,29,46.05431575867782,1.0
389,77,71243,13,458,380,-499.4970383407348,-50.3348223392565,-88.80129189306159,509.82012032967737,2.940012972802182,-2.625923549445796,3,29,38.65229618017538,7.54983443527075
390,78,40566,11,482,382,-501.4970383407348,-34.7348223392565,-87.50129189306159,510.25705622795937,2.956027564307829,-2.7637066545157274,3,30,37.02701716314724,9.219544457292889
391,78,53762,12,462,384,-500.4970383407348,-47.7348223392565,-86.2012918930616,510.1044612387154,2.947203114433172,-2.63586731540693,3,30,37.84177585684901,8.246211251235321
392,78,28999,10,460,390,-502.4970383407348,-49.0348223392565,-82.30129189306159,511.547837440761,2.953202694903711,-2.604269688621798,3,30,38.49675310984031,7.54983443527075
393,78,55369,12,480,381,-500.4970383407348,-36.0348223392565,-88.1512918930616,509.4766374145967,2.953565193030777,-2.753537022781326,3,30,36.52396473549935,9.69535971483266
394,78,20875,9,463,386,-503.4970383407348,-47.0848223392565,-84.9012918930616,512.7713695963548,2.951111867101548,-2.63523755260598,3,30,40.01249804748511,6.082762530298219
395,79,55598,12,483,416,-500.4970383407348,-34.0848223392565,-65.4012918930616,505.9015610600812,2.995291399149985,-2.6611572693557,3,31,27.622454633866266,12.0
396,79,55517,12,482,400,-500.4970383407348,-34.7348223392565,-75.80129189306159,507.3949439277493,2.976512906720777,-2.711911450921539,3,31,31.304951684997057,12.0
397,79,21327,9,489,411,-503.4970383407348,-30.1848223392565,-68.6512918930616,509.0514620312274,2.9937331166480385,-2.72735119337655,3,31,31.064449134018133,9.0
398,79,55600,12,483,418,-500.4970383407348,-34.0848223392565,-64.1012918930616,505.7351442445988,2.997541702858631,-2.6528814801518807,3,31,27.2213151776324,12.0
399,79,55654,12,484,408,-500.4970383407348,-33.4348223392565,-70.6012918930616,506.55672451333015,2.986760943031173,-2.699309765402905,3,31,29.27456233660889,12.0
400,80,30316,10,498,420,-502.4970383407348,-24.3348223392565,-62.8012918930616,506.99059102012,3.0083536860467466,-2.771917755069734,3,32,27.53179979587241,10.0
401,80,13318,8,494,420,-504.4970383407348,-26.9348223392565,-62.8012918930616,509.1038681963217,3.0069629402643416,-2.736432079716606,3,32,29.765752132274432,8.0
402,80,30230,10,495,424,-502.4970383407348,-26.2848223392565,-60.2012918930616,506.7724942932575,3.011603982439629,-2.7299247808155904,3,32,27.0,10.0
403,80,5874,7,495,419,-505.4970383407348,-26.2848223392565,-63.4512918930616,510.1413667794046,3.0065530278507717,-2.7488607937679186,3,32,30.870698080866266,7.0
404,80,13382,8,496,420,-504.4970383407348,-25.6348223392565,-62.8012918930616,509.03674530860303,3.007939985800002,-2.754046436203832,3,32,29.631064780058107,8.0
405,81,1967164,293,247,143,-219.4970383407348,-187.4848223392565,-242.8512918930616,377.2350174918357,2.191807133676142,-2.48415022468801,4,6,72.5741000633146,10.44030650891055
406,81,1956248,292,259,133,-220.4970383407348,-179.6848223392565,-249.3512918930616,378.26134624735903,2.193117160035748,-2.5171685380394195,4,6,73.74279625834649,9.1104335791443
407,81,1899439,287,258,122,-225.4970383407348,-180.3348223392565,-256.5012918930616,386.2155812384886,2.194275337711584,-2.528818495148103,4,6,84.01785524517987,1.0
408,81,1932017,290,219,149,-222.4970383407348,-205.6848223392565,-238.9512918930616,385.8871572215031,2.185340011684412,-2.430872648432563,4,6,85.72630868059116,1.4142135623730951
409,81,1878600,285,244,134,-227.4970383407348,-189.4348223392565,-248.7012918930616,386.6429709147565,2.1998631479015462,-2.490647921826572,4,6,83.04817878797824,0.0
410,82,1889228,286,278,134,-226.4970383407348,-167.3348223392565,-248.7012918930616,375.7049157699599,2.217875823780294,-2.549332122424369,4,7,63.92182725798755,17.11724276862369
411,82,1994866,295,247,161,-217.4970383407348,-187.4848223392565,-231.1512918930616,368.6277797974605,2.20187750499261,-2.460125165014736,4,7,58.2494635168428,11.0
412,82,1889439,286,296,118,-226.4970383407348,-155.63482233925652,-259.1012918930616,377.69906772766825,2.213892405098155,-2.6006793774731247,4,7,67.89698078707183,13.601470508735444
413,82,1859692,283,274,132,-229.4970383407348,-169.9348223392565,-250.0012918930616,379.5357432427717,2.220158259086727,-2.5445966955043144,4,7,68.52736679604726,12.328828005937952
414,82,1842182,281,289,109,-231.4970383407348,-160.1848223392565,-264.9512918930616,386.58665670738446,2.212827179373404,-2.597810733554499,4,7,80.15609770940699,1.4142135623730951
415,83,1842451,281,297,128,-231.4970383407348,-154.9848223392565,-252.6012918930616,376.0566268291336,2.233931887618948,-2.5912657094693405,4,8,60.83584469702052,19.595917942265423
416,83,1850863,282,297,144,-230.4970383407348,-154.9848223392565,-242.2012918930616,368.5249593094735,2.2465152439426084,-2.572349776093206,4,8,47.54997371187496,24.0
417,83,1742754,264,245,138,-248.4970383407348,-188.7848223392565,-246.1012918930616,397.4372064631282,2.2462463032907056,-2.4872357345511675,4,8,86.16263691415206,5.830951894845301
418,83,1859624,283,271,166,-229.4970383407348,-171.88482233925652,-227.9012918930616,366.2680461141716,2.247956347223312,-2.4954042941010925,4,8,43.9089968002003,23.0
419,83,1859871,283,279,146,-229.4970383407348,-166.6848223392565,-240.9012918930616,372.1372771453893,2.235339958969289,-2.5363089934107967,4,8,54.89990892524322,23.0
420,84,1673827,251,250,144,-261.4970383407348,-185.5348223392565,-242.2012918930616,401.8274967645983,2.279393656458579,-2.4879074760484228,4,9,83.57032966310472,5.0990195135927845
421,84,1668518,250,269,129,-262.4970383407348,-173.1848223392565,-251.9512918930616,402.960458746165,2.280252597224969,-2.539390723850185,4,9,85.0235261559999,6.4031242374328485
422,84,1641171,245,277,124,-267.4970383407348,-167.9848223392565,-255.2012918930616,406.080368204748,2.289924934593923,-2.559443534176045,4,9,86.68333173107735,8.602325267042627
423,84,1684945,253,281,115,-259.4970383407348,-165.38482233925652,-261.0512918930616,403.5326868629562,2.269287895897746,-2.5768801812260427,4,9,88.74119674649424,9.273618495495704
424,84,1673992,251,283,115,-261.4970383407348,-164.0848223392565,-261.0512918930616,404.2923533559812,2.274179829946633,-2.5804417653475045,4,9,88.48163651289458,9.433981132056603
425,85,1618727,241,271,130,-271.4970383407348,-171.88482233925652,-251.3012918930616,407.93059861391856,2.2990229713417576,-2.541700113797055,4,10,86.68333173107735,9.0
426,85,1607289,239,287,126,-273.4970383407348,-161.4848223392565,-253.9012918930616,406.6249424863904,2.3085166754545163,-2.5751122050917203,4,10,82.58934555982388,5.385164807134504
427,85,1555216,230,248,159,-282.4970383407348,-186.8348223392565,-232.4512918930616,410.7863564099731,2.3291100624546424,-2.4645638258261915,4,10,82.17663901620703,6.4031242374328485
428,85,1612821,240,234,156,-272.4970383407348,-195.9348223392565,-234.4012918930616,409.3764235403941,2.2991464818203857,-2.445344591878692,4,10,88.23831367382311,11.0
429,85,1549495,229,261,140,-283.4970383407348,-178.38482233925652,-244.8012918930616,414.8727372357554,2.3231170129490613,-2.5118685009201704,4,10,89.19641248391103,13.114877048604
430,86,1513960,223,262,151,-289.4970383407348,-177.7348223392565,-237.6512918930616,414.57971346710286,2.3438027192045707,-2.4994492560805663,4,11,83.19254774317228,8.246211251235321
431,86,1458752,214,247,164,-298.4970383407348,-187.4848223392565,-229.2012918930616,420.45721864563234,2.3602013688216896,-2.455976858372703,4,11,86.16843969807043,12.206555615733702
