Centroid_x,Centroid_y,Centroid_z,Label,PhysicalSize,NTouchingNeighbors,betaCatenin_0_Mean,MapK_2_Mean,pSmad1/5_4_Mean,structure,x_corr,y_corr,z_corr,r,theta,phi,CytoSize,NucSize,r_neigh,r_neigh_mean,pSmad1/5_nc_ratio,pSmad1/5_nuc,pSmad1/5_cyto,betaCatenin_nc_ratio,betaCatenin_nuc,betaCatenin_cyto,MapK_nc_ratio,MapK_nuc,MapK_cyto,dist_out
188.75296842314967,464.05759039745,-45.230999103496366,1134,4241.477500000001,20,51.36781551947405,41.60705747584421,459.786607231796,cells,-217.6255964658731,217.62759887474755,241.19509148375963,313.3614543752315,0.6924213296580543,2.356189889631348,2385.8575,780.7800000000001,29.205689194584483,19.283729022738378,1.1566566198086004,515.8334686147186,445.9694085355056,0.9302699156824455,45.52651515151515,48.93903842748362,1.2595142856599932,49.79558982683983,39.5355498494776,39.485062150794306
110.56668449833572,476.11418212077984,-39.711245839277225,1135,3554.07,15,63.62672372800761,50.08788040893961,497.646903233476,cells,-337.912187119433,236.17620152602424,246.71484474797876,364.2498302893345,0.8266783851953239,2.531586688832314,1785.485,929.0775,29.052436802443278,18.196672505966326,1.1242298762714173,536.1889495225103,476.9388902035021,0.7681244126485814,49.75773078672124,64.77821817321345,1.1353544919955394,54.24454297407912,47.777626597255086,11.403313763308688
208.3870755517827,484.7035653650255,-41.38051782682513,1136,1990.82,14,66.35335314091681,52.81143887945671,613.6500424448217,cells,-187.4192778064377,249.39063728640218,245.04557276043087,318.0656232535521,0.6912894746837106,2.2152624177849516,849.6475,610.9350000000001,21.30834857045832,16.113574038582573,1.0996501290560852,667.3736168741356,606.8963202386872,0.72455194902673,49.30826417704011,68.05345599204377,1.0988845791809665,56.74706085753804,51.640601690701146,34.78089327247375
129.0260432766615,507.5460587326121,-38.4155272856973,1137,3553.6475000000005,15,55.69189157056236,54.84847223873499,439.99054809178455,cells,-309.51317361431643,284.53293477499693,248.0105633015587,369.0382624544895,0.8338284851595582,2.3982207403571296,1934.205,723.7425000000001,26.83140270704615,17.649217757914858,1.3004512471747314,531.9137478108581,409.02244429882046,0.8414118364162125,44.96774664331582,53.44320664045435,1.237736353681299,63.821220081727965,51.56285495849716,16.19174592846366
70.99264636049115,513.5993012685707,-40.57872600230649,1138,6228.0725,17,41.81648124279221,43.544569567871925,367.5103622549352,cells,-398.7953227161169,293.84561559954864,245.8473645849495,405.1113738923061,0.918687773856814,2.5065717194077357,3284.9375000000005,1106.5275,34.43293699773453,23.50949413957634,1.1903322178299716,445.71744940817103,374.4479421221865,0.9184430366157573,38.06252386407026,41.44244372990354,1.3986134861049917,58.53503245513555,41.85218649517685,52.264857366280296
140.93629737609328,513.7991800291545,-47.36710398445092,1139,3478.0200000000004,12,62.42228498542274,76.74659863945578,581.5852162293489,cells,-291.1897057690368,294.1531213850622,239.05898660280508,359.90393764500305,0.8443330641169245,2.351131832617045,1436.9225,1286.09,20.552955930568952,17.17511510955753,1.0302533377909875,608.9852168199737,591.1023963540135,0.7642671734226194,48.930683311432325,64.02300793884152,1.068307780218932,81.304944152431,76.1062922669803,7.057421118977231
139.1274346998789,536.0286109669607,-43.49161044801937,1140,2442.4725000000003,14,61.28667185608026,77.11849161044802,570.7056737588653,cells,-293.9725714247512,328.35224590476406,242.93448013923663,375.608145245816,0.8674461945886801,2.301006647659975,1038.9275,843.3100000000001,25.89252637813189,16.982783938587765,1.043817263700319,589.5100200400801,564.7636234241562,0.7742121790801226,48.29947394789579,62.38531923546157,1.0740207761912866,80.58617234468937,75.03222854819032,22.761628719790167
129.7829923561151,598.097373351319,-38.83573141486811,1141,5637.84,16,29.75367206235012,31.369754196642685,272.11889238609115,cells,-308.3486365690032,423.8426495730075,247.59035917238788,421.1541385432683,0.9423540305659022,2.1997460424053084,2758.925,984.425,38.75351330891468,23.984247016167913,1.4951152168486164,383.0251072961373,256.1843415007657,1.2060355393664408,34.03047210300429,28.21680704441041,1.467700235119598,42.85847639484979,29.201110260336907,68.30762201724247
395.7248361193052,142.507866273353,-42.689609963946246,1142,2578.0950000000003,14,81.96648639790233,65.86479842674532,816.5064732874467,cells,100.79266152821236,-277.064284393094,243.73648062330975,310.05284762466016,0.6663020148793363,-1.2218914038822262,876.6875000000001,961.1875,34.93828997570494,20.065894550863177,1.021338355777944,872.4798901098901,854.2515662650602,1.0050745007073452,79.31648351648352,78.91602409638554,0.9429485740696224,65.80076923076923,69.78192771084338,42.79366890136566
314.6966057204924,158.74702661115134,-41.190260680666185,1143,4667.780000000001,19,57.68492034757422,43.35345763939174,557.6011721578566,cells,-23.866154469961185,-252.08096079648112,245.2358299065898,295.34547230810335,0.5910868665346288,-1.6651915012663154,2297.5550000000003,906.2625,38.89670586363944,23.13515912253967,1.5170489254610564,805.7425407925408,531.1249540272158,1.3043704776220648,68.73916083916085,52.69910812798823,1.21516943859454,51.82983682983683,42.65235380654652,57.50104421792247
339.77233714788736,196.9288292253521,-43.45180457746479,1144,1919.84,15,83.29192341549296,59.04505941901409,646.0807108274648,cells,14.711893879877186,-193.33972600540304,242.9742860097912,273.71719888320797,0.4785063620110603,-1.494849197887006,946.4,390.81250000000006,27.913024473323905,17.187926527003302,1.0497825720651555,682.2310810810811,649.8784598214286,0.9484858081446285,77.36891891891892,81.57098214285715,1.082563123644073,63.40702702702703,58.57120535714286,79.12931764281785
388.6177968526466,198.0065522174535,-43.00286123032904,1145,1476.6375,13,82.84535050071531,62.57889842632332,634.3905579399142,cells,89.85875496412221,-191.68169063293934,243.42322935692695,279.6244367555664,0.514505195322965,-1.1324257105709339,512.4925000000001,515.45,29.683655134439203,17.48953702138201,1.204376334110761,735.6497950819672,610.8138911788953,0.9975294969130754,81.3342213114754,81.53565539983512,1.0678198954481577,67.2561475409836,62.98454245671888,73.2220797704594
478.7697755417957,218.1871904024768,-43.086687306501545,1146,1637.61,15,75.53921568627452,68.21400928792569,770.6206785345718,cells,228.55410679358232,-160.63455496367274,243.33940328075445,303.6217236642212,0.6410707703573179,-0.6126223944942506,657.8325000000001,523.0550000000001,32.68570877542085,17.428350490798543,1.1490536855300877,872.8311793214863,759.6087026332691,0.8738426823168894,64.89418416801293,74.26300578034682,1.0309464924523613,70.99394184168013,68.86287732819525,49.224792861804644
