filename_prefix,Label,0,1,2,3,4,5
B07_px+1257_py-0474,120,0.974773,1.0,0.989067,0.916385,0.906929,0.884859
B07_px+1257_py-0474,121,0.990488,1.0,0.99701,0.96243,0.95152,0.953967
B07_px+1257_py-0474,122,0.984401,1.0,0.991681,0.952497,0.933628,0.939262
B07_px+1257_py-0474,123,0.977649,1.0,0.99585,0.971881,0.967291,0.952129
B07_px+1257_py-0474,124,0.9885,1.0,0.988665,0.971255,0.951187,0.9538
B07_px+1257_py-0474,125,0.970899,1.0,0.992901,0.969532,0.948118,0.952011
B07_px+1257_py-0474,126,0.97352,1.0,0.994219,0.932205,0.908907,0.890698
B07_px+1257_py-0474,127,0.985716,1.0,0.992078,0.955467,0.93527,0.939973
B07_px+1257_py-0474,128,0.98561,1.0,0.995917,0.938231,0.946849,0.9308
B07_px+1257_py-0474,129,0.992466,1.0,0.996273,0.943331,0.942722,0.930575
B07_px+1257_py-0474,130,0.985372,1.0,0.995707,0.939759,0.940862,0.931708
B07_px+1257_py-0474,131,0.966793,1.0,0.984313,0.967594,0.946676,0.955604
B07_px+1257_py-0474,132,0.980977,1.0,0.991624,0.949681,0.913996,0.915043
B07_px+1257_py-0474,133,0.991004,1.0,0.993487,0.938537,0.910823,0.905252
B07_px+1257_py-0474,134,0.995066,1.0,0.995237,0.965514,0.959287,0.95777
B07_px+1257_py-0474,135,0.99032,1.0,0.995286,0.964458,0.958791,0.956076
B07_px+1257_py-0474,136,0.99475,1.0,0.997491,0.981088,0.963149,0.959904
B07_px+1257_py-0474,137,0.990121,1.0,0.995772,0.958091,0.955335,0.954627
B07_px+1257_py-0474,138,0.992622,1.0,0.992216,0.96296,0.943145,0.929361
B07_px+1257_py-0474,139,0.990072,1.0,0.995427,0.953142,0.951496,0.946844
B07_px+1257_py-0474,140,0.983812,1.0,0.990657,0.950397,0.933315,0.936119
B07_px+1257_py-0474,141,0.995115,1.0,0.997066,0.958956,0.959221,0.934973
B07_px+1257_py-0474,142,0.988489,1.0,0.994206,0.973552,0.968974,0.968294
B07_px+1257_py-0474,143,0.984977,1.0,0.989223,0.938419,0.916992,0.921358
B07_px+1257_py-0474,144,0.944774,1.0,0.985109,0.915569,0.910539,0.928682
B07_px+1257_py-0474,145,0.989744,1.0,0.995766,0.981754,0.96534,0.968342
B07_px+1257_py-0474,146,0.990646,1.0,0.995824,0.944284,0.928026,0.919788
B07_px+1257_py-0474,147,0.982703,1.0,0.992812,0.938783,0.915766,0.927925
B07_px+1257_py-0474,148,0.990279,1.0,0.995283,0.954101,0.929418,0.923633
B07_px+1257_py-0474,149,0.994482,1.0,0.996982,0.97388,0.958002,0.944621
B07_px+1257_py-0474,150,0.993147,1.0,0.996848,0.969869,0.952293,0.943906
B07_px+1257_py-0474,151,0.994072,1.0,0.994839,0.982352,0.96176,0.944559
B07_px+1257_py-0474,152,0.985259,1.0,0.995884,0.976081,0.967744,0.961022
B07_px+1257_py-0474,153,0.94357,1.0,0.988413,0.928936,0.922074,0.936936
B07_px+1257_py-0474,154,0.993085,1.0,0.994619,0.978141,0.962507,0.952949
B07_px+1257_py-0474,155,0.986733,1.0,0.993808,0.963352,0.961757,0.965027
B07_px+1257_py-0474,156,0.9929,1.0,0.99599,0.978322,0.978348,0.973085
B07_px+1257_py-0474,157,0.992659,1.0,0.99508,0.981313,0.973866,0.95781
B07_px+1257_py-0474,158,0.98719,1.0,0.996532,0.964388,0.955829,0.930316
B07_px+1257_py-0474,159,0.990629,1.0,0.995835,0.977421,0.964135,0.964156
B07_px+1257_py-0474,160,0.976234,1.0,0.99248,0.950073,0.950529,0.95478
B07_px+1257_py-0474,161,0.989588,1.0,0.995342,0.935885,0.945756,0.931116
B07_px+1257_py-0474,162,0.989034,1.0,0.993047,0.959524,0.965546,0.954452
B07_px+1257_py-0474,163,0.993641,1.0,0.99461,0.96575,0.967391,0.945347
B07_px+1257_py-0474,164,0.993907,1.0,0.996821,0.979737,0.974304,0.965177
B07_px+1257_py-0474,165,0.99252,1.0,0.994398,0.956128,0.943688,0.940346
B07_px+1257_py-0474,166,0.989451,1.0,0.996352,0.970879,0.96524,0.96055
B07_px+1257_py-0474,167,0.988191,1.0,0.993548,0.961738,0.967154,0.964385
B07_px+1257_py-0474,168,0.994499,1.0,0.994971,0.970293,0.958506,0.948458
B07_px+1257_py-0474,169,0.993982,1.0,0.995269,0.961237,0.936351,0.918139
B07_px+1257_py-0474,170,0.992765,1.0,0.993338,0.975404,0.966876,0.946276
B07_px+1257_py-0474,171,0.99437,1.0,0.993478,0.971121,0.939176,0.909796
B07_px+1257_py-0474,172,0.988112,1.0,0.993515,0.962399,0.940419,0.920694
B07_px+1257_py-0474,173,0.994334,1.0,0.993719,0.95647,0.93049,0.889329
B07_px+1257_py-0474,174,0.991723,1.0,0.995527,0.979377,0.972127,0.949012
B07_px+1257_py-0474,175,0.99323,1.0,0.994437,0.961051,0.944387,0.914574
B07_px+1257_py-0474,176,0.995184,1.0,0.996586,0.96792,0.964186,0.928606
B07_px+1257_py-0474,177,0.990936,1.0,0.99435,0.96695,0.96484,0.932662
B07_px+1257_py-0474,178,0.988892,1.0,0.994949,0.95987,0.97044,0.96212
B07_px+1257_py-0474,179,0.991606,1.0,0.995217,0.965091,0.965356,0.967509
B07_px+1257_py-0474,180,0.990655,1.0,0.995892,0.952102,0.956726,0.927307
B07_px+1257_py-0474,181,0.991241,1.0,0.995793,0.971843,0.957477,0.946472
B07_px+1257_py-0474,182,0.970979,1.0,0.989697,0.918492,0.908034,0.912012
B07_px+1257_py-0474,183,0.9861,1.0,0.993206,0.963698,0.954237,0.940661
B07_px+1257_py-0474,184,0.990714,1.0,0.994881,0.962162,0.956158,0.947033
B07_px+1257_py-0474,185,0.990716,1.0,0.995673,0.973645,0.972316,0.961843
B07_px+1257_py-0474,186,0.992295,1.0,0.994065,0.975645,0.972745,0.961903
B07_px+1257_py-0474,187,0.991742,1.0,0.995186,0.982373,0.979191,0.973723
B07_px+1257_py-0474,188,0.990389,1.0,0.994508,0.950083,0.933581,0.928076
B07_px+1257_py-0474,189,0.992658,1.0,0.994451,0.965005,0.950454,0.940418
B07_px+1257_py-0474,190,0.985199,1.0,0.993537,0.96601,0.962168,0.951484
B07_px+1257_py-0474,191,0.989282,1.0,0.994,0.971577,0.967451,0.954595
B07_px+1257_py-0474,192,0.989865,1.0,0.994085,0.982869,0.97026,0.957445
B07_px+1257_py-0474,193,0.993603,1.0,0.994639,0.986671,0.966446,0.951295
B07_px+1257_py-0474,194,0.990403,1.0,0.994806,0.98393,0.975358,0.961099
B07_px+1257_py-0474,195,0.993091,1.0,0.994619,0.982084,0.959425,0.944856
B07_px+1257_py-0474,196,0.983335,1.0,0.99424,0.965131,0.962742,0.957461
B07_px+1257_py-0474,197,0.993359,1.0,0.995607,0.978344,0.965946,0.95915
B07_px+1257_py-0474,198,0.994476,1.0,0.994791,0.974134,0.975817,0.95134
B07_px+1257_py-0474,199,0.994154,1.0,0.993539,0.97678,0.95477,0.924805
B07_px+1257_py-0474,200,0.988651,1.0,0.993154,0.969319,0.931948,0.896264
B07_px+1257_py-0474,201,0.992763,1.0,0.995227,0.977119,0.971497,0.939849
B07_px+1257_py-0474,202,0.982355,1.0,0.99397,0.977972,0.968268,0.955856
B07_px+1257_py-0474,203,0.970386,1.0,0.989579,0.928876,0.925135,0.944959
B07_px+1257_py-0474,204,0.99254,1.0,0.995028,0.972722,0.972527,0.948881
B07_px+1257_py-0474,205,0.993107,1.0,0.994194,0.980715,0.978259,0.958192
B07_px+1257_py-0474,206,0.992859,1.0,0.995382,0.968639,0.951637,0.948408
B07_px+1257_py-0474,207,0.982145,1.0,0.993552,0.97157,0.93975,0.942847
B07_px+1257_py-0474,208,0.982069,1.0,0.992464,0.950247,0.937878,0.924094
B07_px+1257_py-0474,209,0.983253,1.0,0.993119,0.959792,0.947707,0.938895
B07_px+1257_py-0474,210,0.987368,1.0,0.992617,0.917552,0.918425,0.914037
B07_px+1257_py-0474,211,0.984772,1.0,0.993648,0.948029,0.935427,0.915379
B07_px+1257_py-0474,212,0.98701,1.0,0.988647,0.964051,0.955298,0.936572
B07_px+1257_py-0474,213,0.972707,1.0,0.992334,0.978095,0.971429,0.965082
B07_px+1257_py-0474,214,0.99339,1.0,0.994765,0.984821,0.965851,0.939994
B07_px+1257_py-0474,215,0.982812,1.0,0.992083,0.966468,0.974416,0.954609
B07_px+1257_py-0474,216,0.994334,1.0,0.99454,0.974772,0.968494,0.948879
B07_px+1257_py-0474,217,0.98695,1.0,0.995461,0.977286,0.981642,0.964955
B07_px+1257_py-0474,218,0.994162,1.0,0.995796,0.985618,0.975933,0.9648
B07_px+1257_py-0474,219,0.991006,1.0,0.996023,0.980964,0.9773,0.952652
B07_px+1257_py-0474,220,0.985008,1.0,0.994801,0.976062,0.973445,0.957221
B07_px+1257_py-0474,221,0.990177,1.0,0.994086,0.957171,0.942724,0.910399
B07_px+1257_py-0474,222,0.990095,1.0,0.994573,0.983464,0.978582,0.963237
B07_px+1257_py-0474,223,0.991703,1.0,0.995329,0.968837,0.976078,0.955814
B07_px+1257_py-0474,224,0.992318,1.0,0.993265,0.981666,0.969096,0.917158
B07_px+1257_py-0474,225,0.981953,1.0,0.992309,0.975215,0.963332,0.948406
B07_px+1257_py-0474,226,0.990702,1.0,0.995785,0.984427,0.978775,0.960257
B07_px+1257_py-0474,227,0.985212,1.0,0.995956,0.965584,0.966787,0.930351
B07_px+1257_py-0474,228,0.992175,1.0,0.996189,0.976899,0.965352,0.935588
B07_px+1257_py-0474,229,0.990101,1.0,0.995132,0.96782,0.963786,0.932275
B07_px+1257_py-0474,230,0.988201,1.0,0.994613,0.985597,0.973529,0.950292
B07_px+1257_py-0474,231,0.986825,1.0,0.990654,0.976008,0.966845,0.943865
B07_px+1257_py-0474,232,0.990881,1.0,0.994218,0.981605,0.967122,0.954657
B07_px+1257_py-0474,233,0.988598,1.0,0.994365,0.966368,0.969289,0.948288
B07_px+1257_py-0474,234,0.993058,1.0,0.995593,0.984866,0.967916,0.970107
B07_px+1257_py-0474,235,0.992056,1.0,0.995283,0.986153,0.962321,0.930957
B07_px+1257_py-0474,236,0.96436,1.0,0.990982,0.912805,0.906752,0.889508
B07_px+1257_py-0474,237,0.992452,1.0,0.995097,0.978666,0.979767,0.963965
B07_px+1257_py-0474,238,0.98318,1.0,0.993936,0.966523,0.960599,0.948678
B07_px+1257_py-0474,239,0.992839,1.0,0.995877,0.974597,0.970495,0.945394
B07_px+1257_py-0474,240,0.992186,1.0,0.994827,0.975956,0.952429,0.9273
B07_px+1257_py-0474,241,0.994349,1.0,0.995657,0.985671,0.96425,0.948974
B07_px+1257_py-0474,242,0.988372,1.0,0.995292,0.983713,0.969431,0.964422
B07_px+1257_py-0474,243,0.995245,1.0,0.994765,0.968653,0.945835,0.898703
B07_px+1257_py-0474,244,0.992308,1.0,0.992619,0.989772,0.981007,0.972718
B07_px+1257_py-0474,245,0.994448,1.0,0.994558,0.98498,0.966553,0.941532
B07_px+1257_py-0474,246,0.985582,1.0,0.99148,0.988645,0.980795,0.965251
B07_px+1257_py-0474,247,0.992203,1.0,0.994764,0.985772,0.972705,0.952833
B07_px+1257_py-0474,248,0.98186,1.0,0.991013,0.976546,0.961871,0.939743
B07_px+1257_py-0474,249,0.990795,1.0,0.995033,0.968024,0.960057,0.932034
B07_px+1257_py-0474,250,0.986534,1.0,0.996759,0.961014,0.94706,0.948457
B07_px+1257_py-0474,251,0.988944,1.0,0.989482,0.986703,0.984742,0.977444
B07_px+1257_py-0474,252,0.992149,1.0,0.995577,0.981076,0.966397,0.955491
B07_px+1257_py-0474,253,0.985054,1.0,0.992966,0.953143,0.938227,0.927802
B07_px+1257_py-0474,254,0.990943,1.0,0.993397,0.980462,0.976583,0.944813
B07_px+1257_py-0474,255,0.99119,1.0,0.994557,0.98015,0.978466,0.954912
B07_px+1257_py-0474,256,0.990469,1.0,0.993746,0.967544,0.963518,0.927154
B07_px+1257_py-0474,257,0.993524,1.0,0.993715,0.971135,0.963713,0.936412
B07_px+1257_py-0474,258,0.995673,1.0,0.995931,0.986889,0.961825,0.958086
B07_px+1257_py-0474,259,0.987712,1.0,0.992685,0.987879,0.984106,0.961824
B07_px+1257_py-0474,260,0.991777,1.0,0.994714,0.977205,0.973795,0.949553
B07_px+1257_py-0474,261,0.990104,1.0,0.993449,0.986195,0.9713,0.957655
B07_px+1257_py-0474,262,0.985603,1.0,0.994942,0.968443,0.955832,0.944712
B07_px+1257_py-0474,263,0.975944,1.0,0.992777,0.946664,0.939421,0.899263
B07_px+1257_py-0474,264,0.986908,1.0,0.993611,0.980267,0.973663,0.935955
B07_px+1257_py-0474,265,0.985902,1.0,0.993257,0.970372,0.959989,0.953393
B07_px+1257_py-0474,266,0.995415,1.0,0.993074,0.978986,0.965806,0.956484
B07_px+1257_py-0474,267,0.99225,1.0,0.992357,0.988088,0.97956,0.968012
B07_px+1257_py-0474,268,0.982507,1.0,0.997273,0.968927,0.960813,0.960835
B07_px+1257_py-0474,269,0.988122,1.0,0.991421,0.969806,0.971677,0.971162
B07_px+1257_py-0474,270,0.979721,1.0,0.993614,0.973728,0.959734,0.941155
B07_px+1257_py-0474,271,0.994185,1.0,0.996439,0.986814,0.975331,0.962354
B07_px+1257_py-0474,272,0.988203,1.0,0.992327,0.980486,0.968944,0.956738
B07_px+1257_py-0474,273,0.95567,1.0,0.984697,0.89988,0.91099,0.921163
B07_px+1257_py-0474,274,0.992463,1.0,0.995085,0.981292,0.941236,0.921398
B07_px+1257_py-0474,275,0.993678,1.0,0.991261,0.978332,0.970991,0.958988
B07_px+1257_py-0474,276,0.972932,1.0,0.990484,0.956841,0.968202,0.96418
B07_px+1257_py-0474,277,0.994375,1.0,0.994624,0.986113,0.985126,0.972086
B07_px+1257_py-0474,278,0.989925,1.0,0.99495,0.981477,0.97914,0.954371
B07_px+1257_py-0474,279,0.994476,1.0,0.994085,0.974175,0.969023,0.943324
B07_px+1257_py-0474,280,0.988638,1.0,0.99477,0.982682,0.971628,0.957361
B07_px+1257_py-0474,281,0.993886,1.0,0.99494,0.983936,0.951187,0.917281
B07_px+1257_py-0474,282,0.997339,1.0,0.99492,0.98229,0.976027,0.946545
B07_px+1257_py-0474,283,0.977218,1.0,0.992357,0.954356,0.938046,0.908683
B07_px+1257_py-0474,284,0.994469,1.0,0.994387,0.989789,0.971625,0.950363
B07_px+1257_py-0474,285,0.995334,1.0,0.995158,0.986664,0.979118,0.953399
B07_px+1257_py-0474,286,0.992547,1.0,0.993988,0.981851,0.965187,0.951472
B07_px+1257_py-0474,287,0.989293,1.0,0.992435,0.979229,0.971878,0.960313
B07_px+1257_py-0474,288,0.992649,1.0,0.993427,0.98981,0.987012,0.964886
B07_px+1257_py-0474,289,0.986336,1.0,0.993729,0.977142,0.966129,0.944742
B07_px+1257_py-0474,290,0.99129,1.0,0.996867,0.980357,0.972924,0.963278
B07_px+1257_py-0474,291,0.959178,1.0,0.983551,0.895082,0.865084,0.851022
B07_px+1257_py-0474,292,0.9901,1.0,0.993861,0.988593,0.980661,0.954385
B07_px+1257_py-0474,293,0.987751,1.0,0.993758,0.98462,0.974228,0.960643
B07_px+1257_py-0474,294,0.987401,1.0,0.993433,0.972116,0.962159,0.948209
B07_px+1257_py-0474,295,0.978859,1.0,0.992598,0.975695,0.967171,0.957373
B07_px+1257_py-0474,296,0.988701,1.0,0.994382,0.940321,0.926986,0.92729
B07_px+1257_py-0474,297,0.963419,1.0,0.98953,0.941902,0.93798,0.934207
B07_px+1257_py-0474,298,0.986549,1.0,0.992899,0.977997,0.959528,0.955603
B07_px+1257_py-0474,299,0.972658,1.0,0.986022,0.963632,0.956588,0.954271
B07_px+1257_py-0474,300,0.988499,1.0,0.995111,0.982246,0.967022,0.95844
B07_px+1257_py-0474,301,0.965749,1.0,0.986389,0.987251,0.983395,0.969425
B07_px+1257_py-0474,302,0.988756,1.0,0.991642,0.975034,0.959427,0.949271
B07_px+1257_py-0474,303,0.981451,1.0,0.994433,0.940841,0.920843,0.915704
B07_px+1257_py-0474,304,0.984726,1.0,0.989979,0.971439,0.97034,0.971947
B07_px+1257_py-0474,305,0.992522,1.0,0.993278,0.974304,0.961755,0.95387
B07_px+1257_py-0474,306,0.995947,1.0,0.994326,0.982307,0.980915,0.964509
B07_px+1257_py-0474,307,0.995791,1.0,0.99477,0.981158,0.978034,0.944698
B07_px+1257_py-0474,308,0.980971,1.0,0.995518,0.980555,0.977213,0.963728
B07_px+1257_py-0474,309,0.994637,1.0,0.992907,0.98235,0.949357,0.930568
B07_px+1257_py-0474,310,0.993307,1.0,0.992526,0.980286,0.965691,0.946398
B07_px+1257_py-0474,311,0.991281,1.0,0.995063,0.977297,0.965218,0.939573
B07_px+1257_py-0474,312,0.989661,1.0,0.99283,0.975504,0.959622,0.926542
B07_px+1257_py-0474,313,0.979363,1.0,0.99498,0.972543,0.964142,0.958397
B07_px+1257_py-0474,314,0.982625,1.0,0.991223,0.988758,0.981547,0.966225
B07_px+1257_py-0474,315,0.99477,1.0,0.996088,0.983537,0.973043,0.950158
B07_px+1257_py-0474,316,0.98995,1.0,0.991184,0.983827,0.970406,0.965688
