Centroid_x,Centroid_y,Centroid_z,Label,PhysicalSize,NTouchingNeighbors,betaCatenin_0_Mean,MapK_2_Mean,pSmad1/5_4_Mean,structure,x_corr,y_corr,z_corr,r,theta,phi,CytoSize,NucSize,r_neigh,r_neigh_mean,pSmad1/5_nc_ratio,pSmad1/5_nuc,pSmad1/5_cyto,betaCatenin_nc_ratio,betaCatenin_nuc,betaCatenin_cyto,MapK_nc_ratio,MapK_nuc,MapK_cyto,dist_out,cur_phi,rel_theta,phi_bin_cur
504.5776224731379,186.0837582711104,-150.751198931585,1345,13919.685,14,49.75148728221939,55.14359102774237,600.5123763127542,cells,264.14975244355463,-209.3329484177936,134.82734885820008,257.2400822996888,1.0191026185818406,-0.6701376861082474,10310.267500000002,894.0100000000001,34.11012015581153,29.120347716534354,1.2882495190367622,768.3240784499055,596.4093656517641,0.956221195360896,46.334829867674856,48.45618366594271,1.191539569596603,64.6788752362949,54.28176863500389,31.338031255779924,-0.6274809799028165,0.6453900605818097,8
509.9617657391794,238.31574971894324,-155.12296233839234,1346,12026.04,17,50.533682897695336,60.36807019392917,568.0257342608207,cells,272.4330497759261,-128.9760384980507,130.45558545139275,235.38207660597317,0.983359859917428,-0.4421607601590246,8755.890000000001,1090.8950000000002,47.91954383680337,30.63722006080589,1.230954019011668,711.6014717273431,578.0894011773789,0.9704766922329418,47.84566227730441,49.30119668017757,1.1584828451869291,70.6225793958172,60.961264717236055,53.19603694949561,-0.3995040539535937,0.6227544390465739,9
129.8323566942728,245.4715640403333,-154.24650336527634,1347,16886.057500000003,17,39.69185828308354,58.751082142767785,561.497866990267,cells,-312.38142567777635,-117.96709338821984,131.33204442450875,253.6851902758524,1.026639447372299,-2.78051123404809,12774.287500000002,1301.3000000000002,41.37957491442926,31.52281929265556,1.229982495579794,708.2896915584415,575.853472796428,0.8524997901923439,33.37248376623376,39.14661815776418,1.2125279662776356,71.93222402597402,59.32417727798909,34.892923279616355,-2.737854527842659,0.6501630778432486,2
191.35828166306172,259.16707522230234,-155.35400144196106,1348,8790.112500000001,12,41.82744532564288,79.68358567652007,564.8350396539294,cells,-217.7261564950241,-96.89707618519054,130.22454634782403,202.37040363656277,0.8717395219015533,-2.7228702422165068,6675.500000000001,515.45,39.96721739765266,28.93614708794925,0.9688427251120814,558.4184426229508,576.3767721518988,0.7939712709964939,32.7780737704918,41.28370253164557,0.9933988315502827,79.94282786885246,80.47405063291139,86.207709918906,-2.6802135360110757,0.5520661144355796,2
498.5876314389755,264.990274538685,-157.6254654064891,1349,10326.3225,13,46.15149748373634,71.93456691624729,604.0656990303179,cells,254.9343816217663,-87.93830800614028,127.953082383296,217.02112957464607,0.9402475054130364,-0.3321642868886936,7098.000000000001,1251.4450000000002,46.14581747172192,29.52740550323949,1.2132296731124814,727.5844868332208,599.7087797619048,1.0598816515371476,47.54515530047265,44.85892857142857,1.202806756139804,85.45822079675895,71.04900297619048,71.55698398082262,-0.28950758068326266,0.5954517076257348,9
284.78842178770947,337.1241340782123,-155.5356843575419,1350,18150.6,15,37.61641643389199,69.77226489757915,378.98390945065177,cells,-73.98747938018144,23.0368605162094,130.0428634322432,139.45677803432753,0.3695338092503712,2.839745233086722,14665.820000000002,855.5625000000001,46.34034393364772,31.96767493996938,1.0550427618780418,404.79567901234566,383.677035319198,0.838252595341042,31.170864197530864,37.18552661903664,1.0866063345293084,76.39913580246913,70.30985682184836,149.12133552114122,2.882401939292153,0.2340229955163945,19
315.6001759285116,359.06388438983527,-148.45897793912314,1351,7564.862500000001,11,42.16739737503491,76.40228986316671,402.0416503769897,cells,-26.584780702024336,56.79032253409087,137.11956985066195,143.04894445485132,0.2889274267771046,2.0086176233482904,5491.232500000001,510.80250000000007,43.39956943960399,29.185098520885617,1.034404663797693,419.2440033085194,405.2997999538355,0.7538269727255855,31.743382961124897,42.10964068631223,0.9802336145208254,75.55272952853598,77.07624836500732,145.52916910061742,2.0512743295537215,0.18297557681768148,16
404.6991401990316,378.4654058794373,-149.6808632325466,1352,11080.9075,14,35.91353376291608,65.05644946047966,391.94090059861975,cells,110.49054894492951,86.63881713347861,135.89768455723848,163.69952388478313,0.5913919934677808,0.6649881569502266,8209.597500000002,628.2575,41.24682779562129,29.104104171330626,1.1878836904930423,473.1297915265636,398.2963949359272,0.9133543891047702,32.47999327505044,35.5612166126293,1.1826871476189085,77.81405514458642,65.79428490556327,124.8785896706856,0.7076448631556576,0.3745241230200185,12
504.2320310825295,387.5829939264023,-147.74619506966775,1353,11825.775,15,39.17817970703823,54.341184351554126,432.0233654876741,cells,263.61807338108014,100.66587566727094,137.83235272011734,229.43546526583455,0.926362856588283,0.3647735563080838,7956.52,676.845,55.12332477619278,33.34207891845362,1.4446024687101051,647.6342072409489,448.31309738742567,0.8732366055495024,34.46176654182272,39.46440898470688,1.386636093028467,77.51591760299625,55.90213466440102,59.14264828963417,0.4074302625135147,0.5866586634486581,11
317.2170661874448,436.0924659620481,-156.0835795437239,1354,13871.097500000002,13,40.73151899119734,78.74998477049131,452.24381681946943,cells,-24.09725722674247,175.29583264518752,129.49496824606118,173.19679241354595,0.7262418562806163,1.7074063456305286,10127.325,1582.6850000000002,45.49725416408345,30.83803676546324,1.123894156340161,507.92738921516286,451.9352523988319,0.857008003163229,34.54231179925254,40.30570504797664,1.1255172979238488,88.1451548318206,78.31523779724655,115.3813211419228,1.7500630518359597,0.45992353181688195,15
234.35569677215344,450.9578920483569,-154.50935272798034,1355,17369.397500000003,17,42.2281202111357,82.28751429057917,477.5884069956946,cells,-151.57628709642148,198.16571893181643,131.06919506180475,208.51296386279648,0.8910572071372093,2.2237632982857805,13755.755,1140.7500000000002,44.10051642093045,31.633027573556788,1.138844137557979,546.5216666666666,479.8915397137416,0.8285110415841003,34.40175925925926,41.52239081024633,1.120690987549338,92.12907407407408,82.20738374593034,80.06514969267226,2.2664200044912115,0.5642998599065605,17
