x_corr,y_corr,z_corr,theta,dist_out,cur_phi,phi_bin_cur,emb,rel_theta,phi_abs,low_dorsal_margin,high_ventral_margin,high_margin,uniform
-69.034022156096,-3.630679617447273,290.61850221770027,0.1534008135191597,11.855698569969718,2.643107232051044,18,B07_px+1257_py-0474,0.09785458293820466,2.643107232051044,2.0527268922631245,1.9561668605320888,1.9546899953266728,2.6757700129548514
-14.388098861561064,17.854534246819533,289.9670342540109,0.0513562978383509,15.577596679348003,1.6980653140384936,15,B07_px+1257_py-0474,0.03276025068533533,1.6980653140384936,2.420095610271476,2.1299605240933115,1.7783843826750292,2.306490068749624
-50.80119426130637,46.39170698326421,290.9199730786955,0.1525176119740415,11.59072435293291,1.850502185389336,16,B07_px+1257_py-0474,0.09729118749808123,1.850502185389336,1.6417277045273322,1.6810248479722403,1.632543486117113,2.6963419770869943
-12.86594016783493,70.41476837597989,291.909786283456,0.158059905725191,10.332926681224308,1.2004896380013854,14,B07_px+1257_py-0474,0.10082662405215147,1.2004896380013854,2.606271872592772,2.627147672754205,2.980054044818054,1.7054753821387296
-63.3972049869336,104.2940384442706,293.0973578549019,0.2643378027929642,2.2832214603287184,1.5659527953732648,15,B07_px+1257_py-0474,0.16862143592136924,1.5659527953732648,1.2790915931520592,1.5557637041544337,2.0464209380645864,2.3789991393546828
-16.087916262794124,118.61382847084067,292.11109598013377,0.2603103432089118,3.6320586297219393,1.1545767734063097,13,B07_px+1257_py-0474,0.16605231409693574,1.1545767734063097,1.8663319565226189,2.0540673456353202,1.3633685871472276,1.8361532497367996
-9.73207599220805,-103.1197007460996,286.58733913610985,0.230737970472118,11.538164836040494,-2.21592373391912,3,B07_px+1257_py-0474,0.1471880582024215,2.21592373391912,1.253242182361869,2.8049781890470014,1.6771485884631079,2.2548652536011966
31.058361426533057,-95.74370215805776,289.2738426420908,0.2224305619820876,9.347088458343592,-1.8081452907889937,5,B07_px+1257_py-0474,0.14188875127933476,1.8081452907889937,2.034095192077219,2.3824250309067088,3.2071144330955237,1.800319864932733
-43.0643822981358,-88.55727449738056,287.55118187915684,0.2190241372016614,11.338514168548784,-2.5744442972502344,2,B07_px+1257_py-0474,0.1397157883819943,2.5744442972502344,2.013636075956156,1.4461669916702264,1.0950517684942884,1.7173697844155345
81.96389550352093,-82.32558884668029,290.02323689032687,0.2547064239740332,6.23532977140718,-1.3386293458281289,6,B07_px+1257_py-0474,0.16247756656484438,1.3386293458281289,1.6713570515928886,1.2350794734131407,2.5030484417197356,2.5063885009155573
-64.9819461179004,-53.42483457743285,291.62034582255427,0.1853541054182994,9.224893008294371,-3.0045210705878787,1,B07_px+1257_py-0474,0.11823763033255562,3.0045210705878787,2.313137756479677,2.0903715113873167,1.9941601906104458,2.0037448410241385
50.89648919963688,-51.56272513169999,292.22495808525423,0.1597803144887039,9.932172164506028,-1.3429301467450294,6,B07_px+1257_py-0474,0.10192407509021757,1.3429301467450294,2.0717327339214924,1.0717232785489545,2.17926406648727,1.8339507390018608
-23.716284174736128,-40.86325996704676,290.2791739166949,0.1054042522616666,14.02825978723223,-2.647695240683517,2,B07_px+1257_py-0474,0.0672375126856185,2.647695240683517,1.66682114260405,2.6605259723876493,2.263685968680614,1.7149322852678257
95.63868842293452,-41.31356247560155,290.9414430773877,0.2286808683945829,7.209252467418196,-0.9587936480256294,7,B07_px+1257_py-0474,0.14587583005160165,0.9587936480256294,1.2582599408604649,2.272488252759266,2.6396174707094673,1.4128375478078414
55.7080137488773,-13.361773330917424,289.0661325745437,0.1281135153292184,14.47274469317739,-0.7864362708400935,8,B07_px+1257_py-0474,0.08172378179547368,0.7864362708400935,2.2792121832373464,1.2037065517657304,2.319449549195208,1.9371406463238596
19.603003299915216,-8.441180732510771,292.6023986159078,0.0473772079143007,12.996347521238874,-0.9576394319957446,7,B07_px+1257_py-0474,0.03022198393133984,0.9576394319957446,1.9862790458420307,1.5105602202518196,1.983175976972723,2.04534210512001
-30.868109414663053,-5.791317668605678,285.4553935565872,0.0713934521250638,19.74301277672862,2.776021986910475,18,B07_px+1257_py-0474,0.04554197805048947,2.776021986910475,2.4916809603092234,2.1484935903829125,1.5034700764534463,2.993006685218983
88.95921747926037,12.535885044519809,291.9219328613416,0.1974298226608973,8.222274550272743,-0.4110342151733263,9,B07_px+1257_py-0474,0.1259407464200496,0.4110342151733263,2.3563594051482566,1.8686765383922728,2.073012888978117,2.2357832254622716
-101.67174328702544,17.858246685249505,290.9601820265736,0.2266476614848162,7.330701377819821,2.4166905157000307,17,B07_px+1257_py-0474,0.1445788446600773,2.4166905157000307,2.380349629963095,1.4852713205224146,2.7413632762822804,1.5170757668438202
32.480019540812634,38.52821222575498,292.74460461351043,0.111425676929361,11.35607566622815,0.3193393855762975,11,B07_px+1257_py-0474,0.07107858748850708,0.3193393855762975,2.5574405154239415,2.2472744919242817,1.793908144336311,1.464488235837876
-111.1225519325821,63.18559944104664,290.7893220085987,0.2783224669252782,3.500010491615853,2.0735428680940773,16,B07_px+1257_py-0474,0.17754227176835471,2.0735428680940773,1.714095182080837,1.413450149081462,2.86755969554749,2.2405178451086023
26.15743903507424,96.5427106107426,291.77193179607485,0.2192472479417281,6.999609233451338,0.7551774295682567,12,B07_px+1257_py-0474,0.13985811101977833,0.7551774295682567,2.448214851115035,2.0837994975753658,2.4804150407060717,2.723517130551322
64.21160811990839,-116.4926457932676,289.36309202955823,0.2903546001107066,3.923180629831791,-1.61805622868876,5,B07_px+1257_py-0474,0.18521758552782167,1.61805622868876,1.665426820700315,2.351065471195243,2.9114943327370515,1.5343764254952275
21.897782616470067,-75.52434000900837,288.7520150541338,0.1751974707357947,12.686534939642115,-1.8396207556470567,4,B07_px+1257_py-0474,0.11175869956216523,1.8396207556470567,1.674812177059406,1.646349763563773,2.1328789111116757,2.15894082564581
-95.78765941352152,-37.88183745361581,289.82386418964154,0.2270337215874846,8.470338508814507,2.9671643889947124,19,B07_px+1257_py-0474,0.14482511291295708,2.9671643889947124,1.8628434034304948,1.836615869780725,2.1739702720371312,1.7212913116411088
140.2907528073642,-41.706218935403456,287.8805169172293,0.3191630713290475,2.7352183842834847,-0.8399929665315111,7,B07_px+1257_py-0474,0.20359454762786897,0.8399929665315111,2.073257499741464,1.6626778109877902,2.1895965789366194,1.3679105372088318
138.19037293785806,-3.450130760195057,288.9994685445086,0.3014322270823867,3.282390499694543,-0.5759909452592977,8,B07_px+1257_py-0474,0.1922840185042242,0.5759909452592977,1.098165655572799,1.9343338046075653,1.7220306039826396,2.111192021656448
-33.26150575303805,26.470682358237983,288.828971221951,0.0953751021526586,15.779819123110258,1.9183666659189047,16,B07_px+1257_py-0474,0.06083990449419225,1.9183666659189047,2.8955020153111124,1.1252556770859583,2.1341447493375627,2.6679798164420765
127.49360139130108,38.54229789809621,288.25148156452127,0.2917731296445444,4.955481808385684,-0.257457017852614,9,B07_px+1257_py-0474,0.18612246740383523,0.257457017852614,2.430114826825708,1.5764627647748348,2.2801679844951446,1.5382834260434226
5.295519458410529,39.24566629884636,287.9535987482513,0.0891554139798531,16.82561322725286,0.8856441765586414,13,B07_px+1257_py-0474,0.056872357137740005,0.8856441765586414,2.2151482364882056,1.917462245415965,2.0835349073501117,1.7990691213525183
96.33722794801612,56.99234295404223,290.0648360370423,0.245757949717804,6.877099595597144,-0.0168153423565335,10,B07_px+1257_py-0474,0.15676932293700205,0.0168153423565335,2.0600589139246437,1.3928585821409363,2.7877558253103807,1.6796102160921158
8.920673775374395,59.80242465177884,285.38937951125774,0.1368516639213936,17.844607193463332,0.8716894707871303,13,B07_px+1257_py-0474,0.08729785840252223,0.8716894707871303,1.6959845187115041,3.0571592952105995,1.6658995161351422,2.4842164477144735
68.89813846931588,77.85382980016973,291.1374694189272,0.2280701994477429,7.050411466363812,0.2953189890523678,11,B07_px+1257_py-0474,0.14548628351833715,0.2953189890523678,1.5620540332488653,1.8218503121003025,2.0709969826748367,2.2793400707456515
-83.73298472409242,79.42763159879283,289.09640095806924,0.2538911479409959,7.25636335434308,1.8315459515878756,16,B07_px+1257_py-0474,0.16195750089920555,1.8315459515878756,3.198432500458778,1.7113871470127757,1.8852937408281414,1.4575412823939193
-43.03400495380288,83.05843106213422,283.3659167775181,0.2113728532921244,16.11132128784851,1.4978028295925645,15,B07_px+1257_py-0474,0.13483502420132704,1.4978028295925645,2.545907302234678,1.9635460143281291,2.187364709156135,2.341968618148386
-44.809918034800376,103.17080739586686,287.1183597384497,0.2493452454254964,9.646352616686327,1.4295112177797802,14,B07_px+1257_py-0474,0.15905766363937004,1.4295112177797802,1.6297422531216195,2.142465890085953,2.390538360367233,2.0502789082234147
38.77544561972093,126.7957547737522,288.2958614583777,0.2904897099261598,5.02488404258213,0.7229879338381349,12,B07_px+1257_py-0474,0.18530377225877,0.7229879338381349,2.2867997772460376,2.577126612922468,1.711828782523464,2.320796614819822
-81.53092961149058,-93.96468511714436,288.3122437228923,0.2734459179172403,6.4899077695856136,-2.8364929252358704,1,B07_px+1257_py-0474,0.1744315146712311,2.8364929252358704,2.9359181456875993,1.8047627034746325,2.4639905396519244,2.820664155943562
-34.4143722235841,-59.77680768961967,287.88542747703224,0.1544947215707434,14.571795956016048,-2.6441969971212136,2,B07_px+1257_py-0474,0.0985523883390026,2.6441969971212136,1.9804056409231245,2.0969712738305346,2.690548412651077,2.380162804292783
